OSEBuildingID,PrimaryPropertyType,Neighborhood,PropertyGFATotal(m2),LargestPropertyUseType,LargestPropertyUseTypeGFA(m2),SecondLargestPropertyUseTypeGFA(m2),ENERGYSTARScore,SiteEnergyUseWN(GJ),TotalGHGEmissions(MetricTonsCO2e)
23158,Warehouse,DOWNTOWN,2400.6145536000004,Non-Refrigerated Warehouse,2400.6145536000004,,92.0,323022.609753125,2.1799999999999997
23161,Small- and Mid-Sized Office,DOWNTOWN,4194.1077408,Office,4070.36089152,,,1471080.3129524998,40.14
23163,Medical Office,DOWNTOWN,4070.36089152,Medical Office,4194.1077408,,76.0,1897946.3789399997,12.54
23164,Small- and Mid-Sized Office,DOWNTOWN,6534.056609280001,Office,4126.47432768,2407.5822816,88.0,2171990.9604025,19.825000000000003
23204,K-12 School,GREATER DUWAMISH,4695.877059840001,K-12 School,4945.600431360001,,95.5,1186409.2990525,9.485
23228,Supermarket / Grocery Store,BALLARD,4229.1321868800005,Supermarket/Grocery Store,4229.1321868800005,0.0,20.0,13929743.00282,338.105
23231,Retail Store,NORTHWEST,1866.2362675200002,Retail Store,1493.8808832000002,325.16064,,367543.38873231394,2.315
23265,Other,GREATER DUWAMISH,12904.882577280001,Other,12965.26955328,,,9095440.146799998,175.98000000000002
23268,Small- and Mid-Sized Office,GREATER DUWAMISH,3777.1588972800005,Office,3777.1588972800005,0.0,55.5,3035674.55018,23.98
23277,Warehouse,GREATER DUWAMISH,1876.6414080000002,Non-Refrigerated Warehouse,1737.2868480000002,139.35456000000002,,302022.00312999997,2.1399999999999997
23299,Small- and Mid-Sized Office,EAST,5051.324090880001,Office,5051.324090880001,1393.5456000000001,92.0,1671173.56295375,10.344999999999999
23310,Other,EAST,4431.38210496,Museum,4366.4428800000005,0.0,,14235541.065689998,661.035
23311,Medical Office,EAST,25508.201886720002,Medical Office,21194.249224320003,12630.539900160002,,27199256.8892,1112.25
23313,Small- and Mid-Sized Office,EAST,1977.16249728,Office,1826.2879603200001,,69.0,1513455.14932125,61.555
23320,Other,SOUTHEAST,3811.0685068800003,Other,3811.0685068800003,,,3989188.8497724994,26.65
23331,Small- and Mid-Sized Office,NORTH,3119.6840832000003,Office,1912.8735936,1206.8104896,94.0,605715.9631654389,3.8549999999999995
23342,Warehouse,NORTH,2037.92108544,Non-Refrigerated Warehouse,2037.92108544,,99.5,159341.75532499998,3.62
23343,Other,NORTH,2801.9556864,Other,2800.00472256,,,1347848.57959875,46.18
23368,Mixed Use Property,DOWNTOWN,10324.96515648,Office,3989.1636345600004,3797.69046912,,10172952.35113,275.685
23396,Other,Delridge,3733.6802745600003,Other - Utility,2633.52247488,846.6254035200001,,2100870.4208625,51.39
23397,Other,DELRIDGE,2611.41155136,Other,2611.41155136,,,3118322.0158674996,33.21
23400,Small- and Mid-Sized Office,DELRIDGE,6176.56571136,Office,4583.27857536,1672.2547200000001,69.0,3245453.4488049997,21.265
23404,Small- and Mid-Sized Office,EAST,2336.60435904,Office,2244.0729312000003,,81.0,1720700.3872975,65.41499999999999
23408,Hotel,EAST,3323.1417408,Hotel,3323.1417408,,57.5,3050278.6906999997,112.14500000000001
23410,Hotel,EAST,4459.90333824,Hotel,4459.90333824,,90.0,2895213.621085,84.785
23416,Mixed Use Property,DOWNTOWN,2752.80997824,Supermarket/Grocery Store,1486.44864,1207.73952,,5245016.876585,125.08000000000001
23418,Small- and Mid-Sized Office,DOWNTOWN,2180.62015488,Office,1922.6284128000002,98.94173760000001,,1393014.24749125,31.315
23419,Small- and Mid-Sized Office,GREATER DUWAMISH,1980.2282976000001,Office,1897.4516889600002,,34.0,3476713.6327949995,110.545
23459,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,5305.6926144,Office,3425.05637568,2637.5173056000003,70.0,2377722.25322,24.4
23503,Restaurant,SOUTHWEST,1895.0362099200001,Restaurant,1786.7112652800001,108.32494464000001,,9994779.09363,330.4
23504,Distribution Center,GREATER DUWAMISH,3837.63877632,Distribution Center,3837.63877632,,13.5,1920907.3200137499,37.46
23566,Other,MAGNOLIA / QUEEN ANNE,3249.3767270400003,Performing Arts,3249.3767270400003,,,920338.696216875,13.545
23618,Warehouse,MAGNOLIA / QUEEN ANNE,3554.0057952,Non-Refrigerated Warehouse,3554.0057952,,12.5,1224002.4056775,31.86
23622,Other,MAGNOLIA / QUEEN ANNE,24177.18003264,Other,24177.18003264,,,37907151.56436,559.77
23653,Small- and Mid-Sized Office,LAKE UNION,4545.18832896,Office,2910.1877280000003,1221.0246547200002,74.0,2402878.3125650003,54.435
23671,Small- and Mid-Sized Office,LAKE UNION,4676.08871232,Office,4676.08871232,,89.5,1849243.490515,10.735
23672,Small- and Mid-Sized Office,LAKE UNION,5335.60739328,Office,3173.5678464000002,1825.544736,,2816471.855635,17.495
23673,Small- and Mid-Sized Office,LAKE UNION,2407.30357248,Office,1610.1954892800002,851.17765248,,729366.1431799999,4.470000000000001
23674,Small- and Mid-Sized Office,LAKE UNION,5307.736481280001,Office,3131.2969632000004,2035.3198003200002,67.0,2258667.0408175,14.925
23689,Worship Facility,DELRIDGE,2250.4832409600003,Worship Facility,2250.4832409600003,0.0,46.5,1185453.08498625,27.245
23691,Worship Facility,DELRIDGE,2202.35946624,Worship Facility,2202.35946624,,77.5,493862.0298223139,12.809999999999999
23701,Warehouse,GREATER DUWAMISH,2963.606976,Non-Refrigerated Warehouse,2601.28512,371.61216,,1611452.8807724998,10.649999999999999
23711,Other,SOUTHWEST,4558.38056064,Social/Meeting Hall,4552.24896,,,4979564.308115,177.66500000000002
23712,Worship Facility,SOUTHWEST,2855.8394496,Worship Facility,2628.50571072,1080.4623552,,1954160.1076225,58.5
23716,Supermarket / Grocery Store,SOUTHEAST,6266.310048,Supermarket/Grocery Store,3972.5339904,,49.0,7442955.323214999,156.35
23722,K-12 School,BALLARD,3713.4274118400003,K-12 School,3796.6685356800003,,,1016597.7877,51.55
23730,Warehouse,MAGNOLIA / QUEEN ANNE,4363.655788800001,Non-Refrigerated Warehouse,4363.655788800001,,,471789.861375,3.12
23736,Warehouse,MAGNOLIA / QUEEN ANNE,4417.91116416,Non-Refrigerated Warehouse,1684.6108243200001,806.3054841600001,,1100709.6766675,15.559999999999999
23742,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,3996.31716864,Office,3996.31716864,,100.0,1535887.7691,57.86
23743,Mixed Use Property,MAGNOLIA / QUEEN ANNE,2247.88195584,Other,809.2783814400001,630.99744768,,1247107.49432375,22.615000000000002
23744,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1920.3987398400002,Office,1920.3987398400002,,98.5,822357.8786962499,24.645000000000003
23757,Warehouse,GREATER DUWAMISH,2006.705664,Non-Refrigerated Warehouse,2006.705664,,56.0,641466.91851875,15.05
23762,Worship Facility,SOUTHWEST,3330.01656576,Worship Facility,3330.01656576,,9.0,1070171.29467375,7.07
23768,Small- and Mid-Sized Office,LAKE UNION,2951.90119296,Office,1848.39888384,1295.16128064,84.0,1810626.2503362498,19.810000000000002
23834,Warehouse,GREATER DUWAMISH,2424.21192576,Non-Refrigerated Warehouse,2424.21192576,,13.0,825799.946005,4.84
23835,Small- and Mid-Sized Office,GREATER DUWAMISH,2200.59430848,Office,2200.59430848,,77.0,921732.00185875,5.77
23836,Small- and Mid-Sized Office,GREATER DUWAMISH,2250.20453184,Office,2250.20453184,,15.5,1619881.2275825,10.455
23846,Small- and Mid-Sized Office,DOWNTOWN,3161.4904512000003,Office,3161.4904512000003,,49.5,1917292.3547475,21.605
23848,"Restaurant
",DOWNTOWN,3745.8505728000005,Restaurant,2277.42512256,1468.4254502400001,,3891511.79062,119.01
23854,Restaurant,DOWNTOWN,4062.4641331200005,Restaurant,4062.4641331200005,,,11909526.77554,580.465
23857,Mixed Use Property,DOWNTOWN,6681.49373376,Office,3209.800032,2144.6666784000004,42.5,5318294.22253,35.14
23858,Small- and Mid-Sized Office,DOWNTOWN,2975.40566208,Office,1628.21867904,1347.18698304,63.5,3775878.4015625,115.905
23861,Small- and Mid-Sized Office,DOWNTOWN,2987.7617664000004,Office,3315.98820672,1320.9883257600002,,2881096.65452,19.035
23867,Small- and Mid-Sized Office,GREATER DUWAMISH,3198.1871520000004,Office,3198.1871520000004,1443.3416294400001,85.0,2313870.6814325,49.84
23877,K-12 School,GREATER DUWAMISH,4887.53603136,K-12 School,4887.53603136,,66.5,2144789.2056587497,43.66
23888,Medical Office,SOUTHWEST,3744.3641241600003,Medical Office,1867.9085222400001,1524.7246924800002,6.0,2046050.162675,13.515
23896,Distribution Center,GREATER DUWAMISH,2751.6951417600003,Distribution Center,1393.5456000000001,1358.1495417600001,65.0,1191876.94967875,31.415
23906,K-12 School,CENTRAL,2005.9624396800002,K-12 School,1923.092928,,45.0,1880666.4743775,56.505
23910,Small- and Mid-Sized Office,CENTRAL,2341.1566080000002,Office,1486.44864,743.22432,48.5,1883932.0169599997,35.21
23912,Small- and Mid-Sized Office,CENTRAL,4186.95420672,Office,4186.95420672,,100.0,315993.10764999996,8.44
23918,Small- and Mid-Sized Office,CENTRAL,2628.7844198400003,Office,2498.99887296,,76.5,1441080.5390887498,9.82
23928,Small- and Mid-Sized Office,CENTRAL,2913.16062528,Office,2369.02752,464.51520000000005,55.5,2209385.91357125,22.65
23930,Distribution Center,GREATER DUWAMISH,14864.486400000002,Distribution Center,14864.486400000002,,91.5,1389768.553225,9.18
23934,Warehouse,GREATER DUWAMISH,4974.957792,Non-Refrigerated Warehouse,4974.957792,,13.0,5208358.55312,157.97
23935,Warehouse,GREATER DUWAMISH,3568.59157248,Non-Refrigerated Warehouse,2972.89728,743.22432,54.5,2176249.1825625,67.16
23936,Self-Storage Facility,GREATER DUWAMISH,2404.42357824,Self-Storage Facility,2404.42357824,,,604090.000281875,3.77
23951,Small- and Mid-Sized Office,GREATER DUWAMISH,2256.7077446400003,Office,2231.8097299200003,,91.5,746848.223615,18.97
23952,Warehouse,GREATER DUWAMISH,3395.0486937600003,Non-Refrigerated Warehouse,3395.0486937600003,,4.5,1462958.065425,8.969999999999999
23956,K-12 School,NORTH,2222.5194259200002,K-12 School,2222.5194259200002,,70.5,1036280.096853125,22.92
23958,Warehouse,GREATER DUWAMISH,1932.01161984,Non-Refrigerated Warehouse,1932.01161984,,,1359912.0696975,42.879999999999995
23960,Distribution Center,GREATER DUWAMISH,1983.38700096,Distribution Center,1207.73952,775.64748096,67.5,792793.4489649999,17.285
23963,Warehouse,GREATER DUWAMISH,3588.8444352,Non-Refrigerated Warehouse,3576.76704,,32.0,442607.4787873139,2.925
23964,Warehouse,GREATER DUWAMISH,1925.32260096,Non-Refrigerated Warehouse,1785.96804096,139.35456000000002,,2199923.1463725,83.3
23969,Other,GREATER DUWAMISH,2239.7993913600003,Manufacturing/Industrial Plant,2239.7993913600003,0.0,,4946415.905505,32.995000000000005
23971,Refrigerated Warehouse,GREATER DUWAMISH,2357.41464,Refrigerated Warehouse,2175.69629376,210.51828864,,4158989.282995,27.48
23975,Warehouse,GREATER DUWAMISH,2118.4680211200002,Non-Refrigerated Warehouse,1799.8105939200002,318.65742720000003,79.5,774816.644301875,18.05
23976,Mixed Use Property,GREATER DUWAMISH,2146.0602240000003,Office,1073.0301120000001,1073.0301120000001,,5003771.868519999,154.715
23977,Refrigerated Warehouse,GREATER DUWAMISH,3860.121312,Refrigerated Warehouse,3860.121312,,96.5,575704.666041875,3.805
24009,Other,GREATER DUWAMISH,5032.5576768,Other,5032.5576768,,,6177890.114219999,169.12
24012,K-12 School,GREATER DUWAMISH,5991.59575872,K-12 School,5991.59575872,,83.0,2361340.3366,33.065
24018,K-12 School,SOUTHEAST,3925.33924608,K-12 School,3925.33924608,,46.5,2973516.8772225,104.75
24026,Self-Storage Facility,GREATER DUWAMISH,2146.0602240000003,Self-Storage Facility,2159.99568,,,1104485.6045249999,21.345
24029,Worship Facility,SOUTHEAST,2127.0151008000003,Worship Facility,2127.0151008000003,0.0,97.0,474290.61734,12.365
24030,Retail Store,GREATER DUWAMISH,5036.366701440001,Retail Store,2787.0912000000003,464.51520000000005,100.0,1274008.75479125,8.42
24035,K-12 School,SOUTHEAST,3848.7871411200003,K-12 School,3848.7871411200003,,92.0,1539937.353145,40.125
24070,Self-Storage Facility,NORTHEAST,4475.97556416,Self-Storage Facility,4475.97556416,,,825970.503048125,11.510000000000002
24083,Warehouse,GREATER DUWAMISH,4861.151568,Non-Refrigerated Warehouse,4861.151568,,67.0,916534.2157981249,17.835
24085,Other,GREATER DUWAMISH,1913.8026240000002,"Repair Services (Vehicle, Shoe, Locksmith, etc)",1913.8026240000002,,,358020.994131875,9.925
24086,Other,GREATER DUWAMISH,21457.90805184,Other,21457.8151488,0.0,,29602734.212079998,611.855
24089,Retail Store,GREATER DUWAMISH,2404.3306752000003,Retail Store,2404.3306752000003,,99.5,250852.64819,1.6600000000000001
24091,Warehouse,GREATER DUWAMISH,4258.86115968,Non-Refrigerated Warehouse,4626.75719808,2062.2616819200002,98.5,862579.7991937499,11.760000000000002
24099,Other,GREATER DUWAMISH,2913.9038496000003,Other,2913.9038496000003,,,696164.361128125,4.915
24100,Other,GREATER DUWAMISH,2982.1875840000002,Other,2982.1875840000002,,,773021.42674125,21.105
24102,Warehouse,GREATER DUWAMISH,1906.3703808,Non-Refrigerated Warehouse,1430.7068160000001,475.6635648,45.0,1000014.0908549998,31.87
24104,Warehouse,GREATER DUWAMISH,2134.1686348800004,Non-Refrigerated Warehouse,2134.1686348800004,,12.0,569769.590865,3.38
24105,Warehouse,GREATER DUWAMISH,2321.6469696000004,Non-Refrigerated Warehouse,2382.87007296,625.0516531200001,74.5,602436.985026875,8.84
24106,Retail Store,GREATER DUWAMISH,2229.6729600000003,Retail Store,2112.6151296000003,451.50877440000005,,1498538.5132175,36.035
24108,Warehouse,GREATER DUWAMISH,9326.16457344,Non-Refrigerated Warehouse,4703.49510912,4622.66946432,,4474436.001447501,95.81
24112,Distribution Center,GREATER DUWAMISH,2262.5606361600003,Distribution Center,1715.9191488000001,546.64148736,6.0,987172.0653881249,22.549999999999997
24115,Distribution Center,GREATER DUWAMISH,3121.542144,Distribution Center,2229.6729600000003,891.869184,58.0,919713.573166875,15.11
24117,Other,GREATER DUWAMISH,1934.14838976,Manufacturing/Industrial Plant,1934.14838976,,,2080923.91809125,53.1
24118,Warehouse,GREATER DUWAMISH,2164.26921984,Non-Refrigerated Warehouse,1808.91509184,355.354128,,1735204.2971174999,38.685
24123,Mixed Use Property,GREATER DUWAMISH,3272.23087488,Non-Refrigerated Warehouse,1393.5456000000001,1393.5456000000001,,2031762.9358025,43.18
24132,Refrigerated Warehouse,GREATER DUWAMISH,2370.8855808000003,Refrigerated Warehouse,2341.1566080000002,,100.0,1480518.0884175,44.845
24164,K-12 School,DELRIDGE,3857.8916390400004,K-12 School,3857.8916390400004,,75.5,2463742.4160212497,61.875
24170,Small- and Mid-Sized Office,NORTH,2256.7077446400003,Office,2256.7077446400003,,83.0,1048755.29114625,6.93
24172,Retail Store,NORTH,1926.6232435200002,Retail Store,1926.6232435200002,,44.0,540583.1034081249,3.5700000000000003
24178,Mixed Use Property,NORTH,2875.1632819200004,Office,1089.6597561600001,1089.6597561600001,,1064902.918505,6.48
24180,Medical Office,NORTH,2637.0527904,Medical Office,1911.4800480000001,,2.5,2562917.99008,16.935
24202,Warehouse,GREATER DUWAMISH,2021.1056352,Non-Refrigerated Warehouse,1639.7386560000002,222.967296,,1034183.1980737499,16.375
24205,Other,GREATER DUWAMISH,2595.06061632,Other,2595.06061632,,,3388323.6074099997,22.384999999999998
24209,Small- and Mid-Sized Office,GREATER DUWAMISH,2150.05505472,Office,1450.1235513600002,699.9315033600001,73.0,1268425.575095,35.17
24216,Small- and Mid-Sized Office,GREATER DUWAMISH,2675.6075520000004,Office,2675.6075520000004,682.837344,65.5,2280285.6158649996,54.65
24218,Warehouse,GREATER DUWAMISH,3678.9603840000004,Non-Refrigerated Warehouse,3678.9603840000004,,82.5,453783.10292543896,2.995
24219,Warehouse,GREATER DUWAMISH,3678.9603840000004,Non-Refrigerated Warehouse,3678.9603840000004,,91.5,494865.50725312496,8.115
24225,Distribution Center,GREATER DUWAMISH,3832.0645939200003,Distribution Center,3848.9729472000004,,36.5,1256126.2790862499,16.47
24227,Other,GREATER DUWAMISH,3381.6706560000002,Other,1988.125056,1393.5456000000001,,1702648.1788149998,45.584999999999994
24240,Other,SOUTHWEST,2910.83804928,Other,2910.83804928,,,3769494.7610325,25.155
24244,Worship Facility,SOUTHWEST,3331.8746265600003,Worship Facility,3331.8746265600003,,75.0,1558164.4378225,43.705
24250,Worship Facility,GREATER DUWAMISH,1903.02587136,Worship Facility,1903.02587136,,69.5,1049570.885496875,38.415000000000006
24252,Medical Office,NORTHEAST,4205.16320256,Medical Office,2019.9907987200002,,6.0,1908615.8050725,12.355
24253,Medical Office,NORTHEAST,3431.09507328,Medical Office,2568.02583168,,,2957022.3329474996,19.54
24259,Other,CENTRAL,4188.254849280001,Other/Specialty Hospital,4188.254849280001,,,5017694.967809999,106.74000000000001
24270,Worship Facility,NORTHWEST,3864.7664640000003,Worship Facility,3864.7664640000003,,59.0,1507333.2296125,31.455
24274,Small- and Mid-Sized Office,LAKE UNION,3168.9226944,Office,3168.9226944,,31.0,2731499.6971199997,17.855
24332,Warehouse,GREATER DUWAMISH,2206.4472,Non-Refrigerated Warehouse,1805.1060672,136.5674688,,560085.030271875,3.705
24333,Warehouse,GREATER DUWAMISH,4031.0629056000002,Non-Refrigerated Warehouse,3384.4577472,646.6051584,88.0,544668.295728125,3.6
24344,Warehouse,GREATER DUWAMISH,3288.767616,Non-Refrigerated Warehouse,3288.767616,,77.5,440785.43959687493,6.095
24348,Distribution Center,GREATER DUWAMISH,2614.66315776,Distribution Center,2062.54039104,565.50080448,24.5,873476.85452125,8.375
24351,Warehouse,GREATER DUWAMISH,6622.40740032,Non-Refrigerated Warehouse,5380.015046400001,1242.39235392,42.5,2723114.871535,39.365
24354,Warehouse,GREATER DUWAMISH,2210.34912768,Non-Refrigerated Warehouse,2136.02669568,74.322432,,2892548.011995,19.515
24356,Small- and Mid-Sized Office,GREATER DUWAMISH,4400.631198720001,Office,4400.631198720001,0.0,96.0,1718162.11076125,26.759999999999998
24358,Mixed Use Property,GREATER DUWAMISH,4290.54109632,Non-Refrigerated Warehouse,1753.17326784,1300.64256,,2085331.7609475,29.955
24359,Small- and Mid-Sized Office,CENTRAL,6745.968443520001,Office,4628.893968,2117.0744755200003,84.5,2820110.7575749997,39.22
24374,Retail Store,SOUTHEAST,3351.1055558400003,Retail Store,3351.1055558400003,,83.0,2865130.4974812497,98.96
24375,K-12 School,SOUTHEAST,4800.485882880001,K-12 School,4800.485882880001,,96.0,1706792.71826,25.200000000000003
24376,Medical Office,SOUTHEAST,3563.01739008,Medical Office,1856.85306048,697.2373152,38.0,2211640.9064975,14.614999999999998
24381,Mixed Use Property,SOUTHEAST,2640.768912,Fitness Center/Health Club/Gym,1308.1677062400001,1191.3885849600001,,3035678.24289,76.08500000000001
24406,Other,NORTH,3262.2902496,Automobile Dealership,3262.2902496,,,2091525.7544425,27.235
24408,K-12 School,NORTHWEST,10296.4439232,K-12 School,10296.4439232,,,,
24415,Mixed Use Property,NORTHWEST,6197.00438016,Other - Education,2220.7542681600003,1718.7062400000002,,744411.62848625,20.485
24418,Warehouse,NORTHWEST,2383.7062003200003,Non-Refrigerated Warehouse,1751.5939161600002,632.1122841600001,,1122541.7694825,18.87
24435,Small- and Mid-Sized Office,EAST,3344.5094400000003,Office,2564.123904,780.385536,94.5,1163301.57275625,18.575
24448,Mixed Use Property,EAST,3344.5094400000003,Parking,1672.2547200000001,1672.2547200000001,60.0,1245172.77804875,25.58
24451,Warehouse,EAST,4013.411328,Non-Refrigerated Warehouse,4013.411328,,31.5,2303973.36139625,47.195
24458,Small- and Mid-Sized Office,GREATER DUWAMISH,5001.8996736,Office,3976.250112,966.1916160000001,70.5,3216380.2154449997,45.345
24461,Retail Store,GREATER DUWAMISH,4068.5957337600003,Retail Store,3162.2336755200004,906.36205824,87.0,1262841.5381625,20.45
24472,Warehouse,GREATER DUWAMISH,4485.3587712,Non-Refrigerated Warehouse,3788.5859712,696.7728000000001,22.5,2752073.2352374997,64.87
24473,Distribution Center,GREATER DUWAMISH,3348.2255616,Distribution Center,2924.2160870400003,424.00947456,,424128.8447,8.045
24479,Supermarket / Grocery Store,NORTHEAST,3049.2635788800003,Supermarket/Grocery Store,3255.50832768,0.0,42.5,9939226.49192,228.135
